531,Base Transformer,Linear Expansion,Manual Expansion,Transformer Encoder,LSTM
435,0.797218606,81.92090395,0.819058418,0.799228549,0.796023965
436,0.805965334,82.10922787,0.825032219,0.800146863,0.797095165
437,0.807560354,82.29755179,0.82706663,0.800250098,0.798359722
438,0.817135066,82.48587571,0.82871373,0.800908476,0.799184993
439,0.817729995,82.67419962,0.832695782,0.801423535,0.7993339
440,0.818480134,82.86252354,0.835468993,0.801494107,0.800281465
441,0.82174699,83.05084746,0.83591412,0.801712215,0.800497934
442,0.830181375,83.23917137,0.83779633,0.802381694,0.800571591
443,0.838685587,83.42749529,0.840332136,0.80297552,0.802491933
444,0.840180546,83.61581921,0.843489498,0.803323865,0.80308634
445,0.841419399,83.80414313,0.844625697,0.803503811,0.803323761
446,0.841465607,83.99246704,0.844744846,0.803554401,0.804134518
447,0.842206135,84.18079096,0.850316912,0.803913206,0.804232463
448,0.847888634,84.36911488,0.850377604,0.804403678,0.805199385
449,0.848943636,84.55743879,0.851162776,0.805076852,0.805523887
450,0.849828467,84.74576271,0.853392348,0.805106446,0.805889338
451,0.850512117,84.93408663,0.85482724,0.807876274,0.805935428
452,0.85235846,85.12241055,0.862095669,0.808805645,0.806062609
453,0.856790349,85.31073446,0.866337597,0.809579954,0.806143463
454,0.862055615,85.49905838,0.875267863,0.810026556,0.806534246
455,0.864047378,85.6873823,0.880525827,0.810045511,0.807807177
456,0.885953605,85.87570621,0.900010087,0.810198352,0.807820454
457,0.897104912,86.06403013,0.904776275,0.812246084,0.808832154
458,0.900895089,86.25235405,0.906520076,0.812493443,0.80932194
459,0.903051913,86.44067797,0.908278555,0.813868478,0.80946207
460,0.903577596,86.62900188,0.908301964,0.815184698,0.811075419
461,0.904038899,86.8173258,0.909624025,0.815797463,0.812407032
462,0.904478058,87.00564972,0.911096156,0.815871492,0.813669458
463,0.906267554,87.19397363,0.912292697,0.817698732,0.815461889
464,0.907740973,87.38229755,0.913287662,0.818127543,0.815980837
465,0.908892006,87.57062147,0.915459804,0.818218902,0.81634675
466,0.910099901,87.75894539,0.916328222,0.818953484,0.816434115
467,0.917220727,87.9472693,0.923547193,0.81981343,0.816568941
468,0.918226324,88.13559322,0.925627947,0.819951892,0.817667395
469,0.920608304,88.32391714,0.927393578,0.820473582,0.817903504
470,0.921039231,88.51224105,0.92750217,0.820977226,0.818333194
471,0.92155797,88.70056497,0.928725779,0.821293429,0.81841737
472,0.926527984,88.88888889,0.928759225,0.822083935,0.818796441
473,0.927501082,89.07721281,0.931199044,0.823199481,0.819081232
474,0.928318098,89.26553672,0.932664938,0.823873937,0.819335908
475,0.930963889,89.45386064,0.932752624,0.823948383,0.819613591
476,0.934539251,89.64218456,0.934951983,0.825607195,0.822294161
477,0.937915474,89.83050847,0.934995346,0.82651341,0.822347924
478,0.93796581,90.01883239,0.936878189,0.827015623,0.822416887
479,0.940766603,90.20715631,0.937949464,0.827029854,0.822683662
480,0.940867614,90.39548023,0.940205026,0.828222424,0.822964489
481,0.942386966,90.58380414,0.941775523,0.829437211,0.823028758
482,0.942596253,90.77212806,0.947024535,0.83036682,0.82303986
483,0.942749053,90.96045198,0.949453987,0.830462515,0.825495839
484,0.944500457,91.14877589,0.953896593,0.830854282,0.825557247
485,0.948938563,91.33709981,0.954154063,0.83111313,0.82602863
486,0.949937969,91.52542373,0.95449705,0.831315413,0.828613147
487,0.952924285,91.71374765,0.955058467,0.831510231,0.829216793
488,0.955955319,91.90207156,0.960414372,0.83419317,0.829796314
489,0.960366417,92.09039548,0.962015238,0.834815636,0.830132142
490,0.962612312,92.2787194,0.962086186,0.835577905,0.830756277
491,0.964109823,92.46704331,0.963685181,0.836088762,0.831535235
492,0.965777434,92.65536723,0.964511391,0.836317807,0.831694871
493,0.965857062,92.84369115,0.965369362,0.836446881,0.831959501
494,0.96586673,93.03201507,0.966218453,0.8365518,0.833950654
495,0.968086399,93.22033898,0.969048753,0.837938413,0.835007787
496,0.968597107,93.4086629,0.970053973,0.840121374,0.835756108
497,0.969762841,93.59698682,0.970326358,0.841904551,0.836570755
498,0.970072959,93.78531073,0.970656348,0.84195058,0.837715492
499,0.971184662,93.97363465,0.970765572,0.842378736,0.838000834
500,0.972084351,94.16195857,0.972966731,0.843347579,0.838740468
501,0.972114839,94.35028249,0.973063773,0.847049102,0.838966653
502,0.973792024,94.5386064,0.973380808,0.849465281,0.844839856
503,0.974632738,94.72693032,0.973901276,0.850783497,0.845029518
504,0.975642977,94.91525424,0.974442447,0.850984409,0.845875844
505,0.975834308,95.10357815,0.974740267,0.851459697,0.846154392
506,0.976911994,95.29190207,0.974805295,0.853106126,0.846280783
507,0.97746709,95.48022599,0.97526432,0.853433162,0.846775711
508,0.977617946,95.66854991,0.978007026,0.854147226,0.847262233
509,0.977962103,95.85687382,0.978213597,0.854891971,0.848691151
510,0.978782268,96.04519774,0.978847038,0.855370179,0.849083513
511,0.979093244,96.23352166,0.979391677,0.855454132,0.849677145
512,0.980272833,96.42184557,0.980978929,0.855776906,0.851012543
513,0.981859226,96.61016949,0.981046919,0.855965033,0.852341563
514,0.981967347,96.79849341,0.981152333,0.856039107,0.852391049
515,0.982769411,96.98681733,0.98193302,0.856928498,0.853231177
516,0.982878322,97.17514124,0.981996609,0.859174222,0.855794042
517,0.982929882,97.36346516,0.982570859,0.859179944,0.863657922
518,0.982991073,97.55178908,0.983002407,0.859288394,0.864078745
519,0.983351901,97.74011299,0.983618492,0.861122444,0.864795148
520,0.984004119,97.92843691,0.984537324,0.862272844,0.865418851
521,0.984120684,98.11676083,0.984607052,0.862481877,0.867340267
522,0.98421371,98.30508475,0.984630601,0.862846419,0.868964553
523,0.98504521,98.49340866,0.985842559,0.863827169,0.869964227
524,0.987587548,98.68173258,0.986314675,0.871427029,0.870161772
525,0.988280965,98.8700565,0.987499763,0.872036025,0.876545146
526,0.988425579,99.05838041,0.98752404,0.87778993,0.87698324
527,0.988896904,99.24670433,0.987804747,0.878858872,0.877409317
528,0.989205362,99.43502825,0.988011401,0.886361681,0.886714287
529,0.990572565,99.62335217,0.988744578,0.897906452,0.894335531
530,0.991456143,99.81167608,0.98964822,0.909780845,0.894388989
531,0.991466586,100,0.989844671,0.913584217,0.907791816
